Sr. No,Name,Address,Pincode,City,State,Country,Type,admission_capacity,n_beds,latitude_coordinate,longitude_coordinate,gmaps_Latitude,gmaps_Longitude,gmaps_Accuracy,Accrediation,Domains,Contact,data_source_name,Surgical,Notes TJ,latitude_aleesha,longitude_aleesha,Manual Address,Latitude,Longitude,Postcode_py,address_py
459,"Vision Eye Centre
 
","19, Siri Fort Road, New
 Delhi -",110049,,,India,,,,,,28.5548963,77.2253963,ROOFTOP,"NABH
 Accredited w.e.f.
 17.07.2017",Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.55489,77.22539,"Vision Eye Centre
 
, 19, Siri Fort Road, New
 Delhi -, , 110049",28.5548023,77.2254089,110049,"Siri Fort Road, Anand Lok, Gulmohar Enclave, Hauz Khas Tehsil, South Delhi District, Delhi, 110049, India"
460,"HealthView
 Diagnostic
 Centre
 ","Gyan DeepComplex,Ground
 Floor,LaxmiMarket,opp.
 CanaraBank,Munirka,New
 Delhi, 110067",,,,India,,,,,,28.5554143,77.1747443,GEOMETRIC_CENTER,Non NABH,"X-ray,OPG,USGand
 Laboratory Investigation.",,CGHS_hospitals,0,,,,"HealthView
 Diagnostic
 Centre
 , Gyan DeepComplex,Ground
 Floor,LaxmiMarket,opp.
 CanaraBank,Munirka,New
 Delhi, 110067",28.555574,77.174797,110066,"HealthView
 Diagnostic
 Centre
 , Gyan DeepComplex,Ground
 Floor,LaxmiMarket,opp.
 CanaraBank,Munirka,New
 Delhi, 110067"
461,"NationalHeart
 Institute","49 50 Community Center, East of Kailash, New Delhi, Delhi",110065,,,India,,,,,,28.5573003,77.2457923,ROOFTOP,"NABH/
 NABL
 Accredited","Cardiology&CardiothoracicSurgery,
 Endoscopic/Laparoscopicprocedures,
 Gynecology&Obstetrics,Orthopedic
 SurgeryincludingJointReplacement,
 GeneralMedicine,GeneralSurgery,
 Neurology&Neurosurgery,
 Pulmonology,Urology&Nephrology
 (IncludingDialysis),Gastroenterology,
 Eye,Cancertreatment(Surgery,
 Chemotherapy) and Diagnostics.",,CGHS_hospitals,1,,28.5573,77.24579,"NationalHeart
 Institute, 49 50 Community Center, East of Kailash, New Delhi, Delhi, , 110065",28.5231441,77.207837,110030,"Anupam Shopping Market, Saket, Hauz Khas Tehsil, South Delhi District, Delhi, 110030, India"
462,"CrystalDental
 Centre (A unit of
 CrystalDental
 Care Pvt. Ltd.
 ","31, Community Centre, Basant
 Lok, Vasant Vihar, New Dellhi, 
 110057",,,,India,,,,,,28.5583599,77.1639758,GEOMETRIC_CENTER,"NABH
 Accredited","All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"CrystalDental
 Centre (A unit of
 CrystalDental
 Care Pvt. Ltd.
 , 31, Community Centre, Basant
 Lok, Vasant Vihar, New Dellhi, 
 110057",28.558351,77.163816,110030,"CrystalDental Centre (A unit of CrystalDental Care Pvt. Ltd. , 31, Community Centre, Basant Lok, Vasant Vihar, New Dellhi, 110057"
463,"Helvetia
 Diagnostic&
 Healthcare","B-2,GreaterKailash-I,New
 Delhi, 110048",,,,India,,,,,,28.5587114,77.2319014,GEOMETRIC_CENTER,Non NABH,"X-ray,USG,OPGand
 Laboratory Investigations,",,CGHS_hospitals,0,,,,"Helvetia
 Diagnostic&
 Healthcare, B-2,GreaterKailash-I,New
 Delhi, 110048",28.55887,77.231943,110019,"Helvetia Diagnostic& Healthcare, B-2,GreaterKailash-I,New Delhi, 110048"
464,"Oncquest
 Laboratories Ltd.","3-Factory Road, ADJ-Safdarjung
 Hospital,NewDelhi-110029.
 Tel.No. 011-26101240.",,,,India,,,,,,28.5594239,77.1941249,GEOMETRIC_CENTER,"NABL
 Accredited",Laboratory Investigations,,CGHS_hospitals,0,,,,"Oncquest
 Laboratories Ltd., 3-Factory Road, ADJ-Safdarjung
 Hospital,NewDelhi-110029.
 Tel.No. 011-26101240., , ",28.5623846,77.1888986,110066,"Safdarjung Enclave, Vasant Vihar Tehsil, New Delhi District, Delhi, 110066, India"
465,"Unipath
 Diagnostics,
 ","C-4,GreenParkExtension,
 NewDelhi, 110016",,,,India,,,,,,28.5595037,77.2060804,ROOFTOP,"NABL
 Accredited","RealtimeRT-PCRforHCV
 RNA Qualitative test only",,CGHS_hospitals,0,,,,"Unipath
 Diagnostics,
 , C-4,GreenParkExtension,
 NewDelhi, 110016",28.559645,77.206498,110029,"Unipath Diagnostics, , C-4,GreenParkExtension, NewDelhi, 110016"
466,Centre for Sight,"B – 5/24, Safdarjung Enclave, Opposite, Deer Park, Safdarjung Enclave, New Delhi, Delhi",110029,,,India,,,,,,28.559897,77.191072,0,"NABH
 Accredited w.e.f.
 01.03.2017",Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.5598,77.19107,"Centre for Sight, B – 5/24, Safdarjung Enclave, Opposite, Deer Park, Safdarjung Enclave, New Delhi, Delhi, , 110029",28.5587277,77.1983736,110066,"Chaudhary Harsukh Marg, Arjun Nagar, Hauz Khas, Vasant Vihar Tehsil, New Delhi District, Hauz Khas Tehsil, South Delhi District, Delhi, 110066, India"
467,"C15MRI
 Diagnosticand
 Research Centre
 
 ","C-15,GreenParkExtension,
 New Delhi â€“ 110016. Tel.No.
 Phone: 011-26850006, 05.",,,,India,,,,,,28.5600868,77.2031623,ROOFTOP,Non- NABH,"CTScan,MRI,X-rays,
 Ultrasound,Mammography,
 Bone Densitometry",,CGHS_hospitals,0,,,,"C15MRI
 Diagnosticand
 Research Centre
 
 , C-15,GreenParkExtension,
 New Delhi â€“ 110016. Tel.No.
 Phone: 011-26850006, 05., , ",28.5604129,77.2038997,110029,"Green Park Extension, Kidwai Nagar, Vasant Vihar Tehsil, New Delhi District, Delhi, 110029, India"
468,"Dentem(GT
 DentaCare(P)
 Ltd.),
 ","F-3/11, Vasant Vihar, South
 West, Delhi-110057.",,,,India,,,,,,28.560508,77.163263,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Dentem(GT
 DentaCare(P)
 Ltd.),
 , F-3/11, Vasant Vihar, South
 West, Delhi-110057., , ",28.562133,77.1631603,110057,"2, A-15, Vasant Vihar, Delhi Cantonment, New Delhi District, Delhi, 110057, India"
469,"WisdomDental
 Maxillofacial and
 Implant Clinic
 ","F-46-47, Manish Global Mall,
 opp.MountCarmelSchool,
 Sec-22,Dwarka,Delhi-
 110077.",,,,India,,,,,,28.560704,77.059757,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"WisdomDental
 Maxillofacial and
 Implant Clinic
 , F-46-47, Manish Global Mall,
 opp.MountCarmelSchool,
 Sec-22,Dwarka,Delhi-
 110077., , ",28.5605166,77.0591934,110061,"Delhi Cantonment, Dwarka, Kapashera Tehsil, South West Delhi District, Delhi, 110061, India"
470,"Adiva Super-
 Speciality Care
","C 1/C, Green Park Extension,, 4th floor, New Delhi, Delhi",110116,,,India,,,,,,28.56166443,77.20443864,GEOMETRIC_CENTER,Non-NABH,"GeneralMedicine,Gynae&Obs.,
 Orthopedics,GeneralSurgery,
 Endoscopic/Laproscopicprocedures,
 Neurology&NeuroSurgery,
 Gastroenterology,Urology&
 Nephrology and Diagnostics.",,CGHS_hospitals,1,,28.5616644,77.20443864,"Adiva Super-
 Speciality Care
, C 1/C, Green Park Extension,, 4th floor, New Delhi, Delhi, , 110116",28.5592508,77.2052603,110029,"Green Park Extension, Hauz Khas, Hauz Khas Tehsil, South Delhi District, Delhi, 110029, India"
471,"Clinical
 Laboratory,","E13/9,VasantVihar,New
 Delhi.",,,,India,,,,,,28.5628634,77.1630643,ROOFTOP,"NABL / Non-
 NABH",Laboratory facilities,,CGHS_hospitals,0,,,,"Clinical
 Laboratory,, E13/9,VasantVihar,New
 Delhi., , ",28.5833978,77.1664951,110022,"South Moti Bagh, Moti Bagh, Vasant Vihar Tehsil, New Delhi District, Delhi, 110022, India"
472,"T32 Dental Clinic
 ","1-C,VivekanandMarket,
 Sector-1,R.K.Puram,Hyatt-
 MunirkaRoad,NewDelhi-
 110022. Tel. No. 011-26173914",,,,India,,,,,,28.5633813,77.1823055,APPROXIMATE,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"T32 Dental Clinic
 , 1-C,VivekanandMarket,
 Sector-1,R.K.Puram,Hyatt-
 MunirkaRoad,NewDelhi-
 110022. Tel. No. 011-26173914, , ",28.5657,77.181298,110066,"Swami Vivekananda Marg, Sector 1, Ramakrishna Puram, Vasant Vihar Tehsil, New Delhi District, Delhi, 110066, India"
473,"IClinixAdvanced
 Eye Care
 ","27/171, Vikram Vihar, Near
 MoolchandMetroStation,
 LajpatNagar-IV,New
 Delhi-.",110024,,,India,,,,,,28.5635043,77.2353717,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.5635043,77.2353717,"IClinixAdvanced
 Eye Care
 , 27/171, Vikram Vihar, Near
 MoolchandMetroStation,
 LajpatNagar-IV,New
 Delhi-., , 110024",28.5637403,77.2363975,110024,"Vikram Vihar, Lajpat Nagar IV, Lajpat Nagar, Defence Colony Tehsil, South East Delhi District, Delhi, 110024, India"
474,"Prayag Hospital
 & Research
 Centre Pvt.","J-206/A1 Sector 41 noida, Noida, Uttar Pradesh",201302,,,India,,,,,,28.5635981,77.3654447,ROOFTOP,"NABH
 Accredited w.e.f
 12.11.2018/
 NABL
 Accredited w.e.f.
 01.01.2019","General Medicine, General Surgery,
 GynecologyandObst,
 OrthopedicIncludingJoint
 Replacement,Eye,ENT,
 Psychiatry,Oncology(Medical),
 Otorhinolaryngology,Respiratory
 Medicine,Rheumatology,Medical
 Gastroenterology,Neurology,
 UrologywithDialysis,
 Neurosurgery,Dentaland
 Diagnostics.",,CGHS_hospitals,1,,28.5635981,77.3654447,"Prayag Hospital
 & Research
 Centre Pvt., J-206/A1 Sector 41 noida, Noida, Uttar Pradesh, , 201302",28.5635798,77.3654163,201301,"Prayag Hospital, Dadri Road, Noida, Dadri, Gautam Buddha Nagar District, Uttar Pradesh, 201301, India"
475,Bansal Hospital,"A-1 Ln, Friends Colony, New Friends Colony, New Delhi, Delhi",110025,,,India,,,,,,28.5637498,77.2715541,GEOMETRIC_CENTER,"NABH
 Accredited","GeneralMedicine,GeneralSurgery,
 Endoscopic/Laparoscopicprocedures,
 Gynae&Obs.,Pediatrics,ENT,GI
 surgery,Eye,Neurosurgery,
 OrthopedicsSurgeryincludingJoint
 Replacement,Nephrology,Dental
 Urology and Diagnostics.","
 9871897853, 011-
 46583333.",CGHS_hospitals,1,,28.5637498,77.2715541,"Bansal Hospital, A-1 Ln, Friends Colony, New Friends Colony, New Delhi, Delhi, , 110025",28.5650464,77.271438,110025,"New Friends Colony, Defence Colony Tehsil, South East Delhi District, Delhi, 110025, India"
476,"Makashir
 Diagnostics
 ","Lajpat Nagar, 4, New Delhi ",,,,India,,,,,,28.5640847,77.2400256,ROOFTOP,"NABL
 Accredited",Laboratory Investigations,,CGHS_hospitals,0,,,,"Makashir
 Diagnostics
 , Lajpat Nagar, 4, New Delhi",28.564341,77.2401258,110049,"Makashir
 Diagnostics
 , Lajpat Nagar, 4, New Delhi"
477,"Navneesh Dental
 Clinic","B-3/1B, Safdarjung Enclave,
 New Delhi. Tel.No. 011-
 26162737.",,,,India,,,,,,28.5645241,77.1918542,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Navneesh Dental
 Clinic, B-3/1B, Safdarjung Enclave,
 New Delhi. Tel.No. 011-
 26162737., , ",28.5601977,77.1922779,110066,"NCC Building, Hauz Khas, Hauz Khas Tehsil, South Delhi District, Delhi, 110066, India"
478,"GlowingLife
 Initiative
 
 ","A1/288,1stFloor,
 SafdarjungEnclave,New
 Delhi -110029.",,,,India,,,,,,28.564726,77.1949164,APPROXIMATE,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"GlowingLife
 Initiative
 
 , A1/288,1stFloor,
 SafdarjungEnclave,New
 Delhi -110029., , ",28.5601386,77.1991412,110029,"Arjun Nagar, Hauz Khas, Hauz Khas Tehsil, South Delhi District, Delhi, 110029, India"
479,"GoyalMRI&
 Diagnostic
 Centre","B-1/12,SafdarjungEnclave,
 New Delhi.",,,,India,,,,,,28.5647775,77.1895818,ROOFTOP,"NABL
 Accredited
 /NABH w.e.f.
 01.05.2017","MRIScan,CTScan,
 Ultrasound,ColourDoppler,
 X-rayandLaboratory
 Investigations",,CGHS_hospitals,0,,,,"GoyalMRI&
 Diagnostic
 Centre, B-1/12,SafdarjungEnclave,
 New Delhi",28.564854,77.189475,110057,"GoyalMRI&
 Diagnostic
 Centre, B-1/12,SafdarjungEnclave,
 New Delhi"
480,"Eye7 Chaudhary
 Eye Centre","34, Ring Rd, Block P, Lajpat Nagar IV, Lajpat Nagar 4, New Delhi, Delhi",110024,,,India,,,,,,28.56517952,77.24893788,ROOFTOP,"NABH
 Accredited w.e.f.
 15.02.2019",Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.565179,77.248937,"Eye7 Chaudhary
 Eye Centre, 34, Ring Rd, Block P, Lajpat Nagar IV, Lajpat Nagar 4, New Delhi, Delhi, , 110024",28.5651793,77.2488957,110065,"Kotak Mahindra Bank, Mahatma Gandhi Marg, Nehru Nagar, Lajpat Nagar, Defence Colony Tehsil, South East Delhi District, Delhi, 110065, India"
481,"Instituteof
 Brainand
 Spine","L73, Block L, Lajpat Nagar III, Lajpat Nagar, New Delhi, Delhi",110024,,,India,,,,,,28.5655729,77.244313,ROOFTOP,"NABH
 Accredited","GeneralMedicine,GeneralSurgery,
 Orthopaedic(IncludingJoint
 Replacement), Neurology, Neurosurgery,
 Eye and Diagnostics.",,CGHS_hospitals,1,,28.56557,77.244313,"Instituteof
 Brainand
 Spine, L73, Block L, Lajpat Nagar III, Lajpat Nagar, New Delhi, Delhi, , 110024",28.565605,77.244203,110024,"Institute of Brain and Spine, Mahatma Gandhi Marg, Nehru Nagar, Lajpat Nagar, Defence Colony Tehsil, South East Delhi District, Delhi, 110024, India"
482,"SaiDentaland
 Implant Clinic
 ","130,Mohammadpur,R.K.
 Puram,BehindBhikajiCama
 Place, New Delhi-110066. Tel.
 No. 9811119334",,,,India,,,,,,28.565711,77.186583,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"SaiDentaland
 Implant Clinic
 , 130,Mohammadpur,R.K.
 Puram,BehindBhikajiCama
 Place, New Delhi-110066. Tel.
 No. 9811119334, , ",28.5656802,77.186928,110066,"Mohammadpur, Ramakrishna Puram, Vasant Vihar Tehsil, New Delhi District, Delhi, 110066, India"
483,"Bhardwaj
 Hospital
 ","Nh-1, Sector - 29 Opposite Ganga Shopping Complex, Noida, Uttar Pradesh",201301,,,India,,,,,,28.5660379,77.3355626,GEOMETRIC_CENTER,"NABH
 Accredited
 w.e.f.
 01.01.2017/
 NABL
 Accredited w.e.f.
 15.02.2019","General Medicine, General Surgery,
 Endoscopic/Laparoscopic
 procedures,Eye,ENT,Obstetrics
 andGynaecology,Paediatrics,
 OrthopedicsurgerywithJoint
 replacement,Neurology,
 Cardiology,Gastroenterology,
 Dental & Diagnostics.",,CGHS_hospitals,1,,28.5660379,77.3355626,"Bhardwaj
 Hospital
 , Nh-1, Sector - 29 Opposite Ganga Shopping Complex, Noida, Uttar Pradesh, , 201301",28.5660379,77.3355626,201301,"Bhardwaj Hospital, Maharshi Dayanand Marg, Sector 29, Sector 18, Noida, Dadri, Gautam Buddha Nagar District, Uttar Pradesh, 201301, India"
484,"NewBalaji
 Hospital","Sri Balaji Hospital, Block D, Swarn Nagari, Sector Swarn Nagri, Greater Noida, Uttar Pradesh",201308,,,India,,,,,,28.46142747,77.53200248,GEOMETRIC_CENTER,Non-NABH,"General Medicine, Gynae & Obs.,
 Orthopedics and joint replacements,
 GeneralSurgery,ENT,Eyeand
 Diagnostics.",,CGHS_hospitals,1,,28.46142746,77.532002,"NewBalaji
 Hospital, Sri Balaji Hospital, Block D, Swarn Nagari, Sector Swarn Nagri, Greater Noida, Uttar Pradesh, , 201308",28.4613613,77.5319631,201308,"Sector 31 Tau, Sector 20, Greater Noida, Gautam Buddha Nagar, Gautam Buddha Nagar District, Uttar Pradesh, 201308, India"
485,"Moolchand
 Hospital","Moolchand Flyover, Block M, Lajpat Nagar IV, Defence Colony, New Delhi, Delhi",110049,,,India,,,,,,28.5664245,77.2351427,GEOMETRIC_CENTER,"NABH/
 NABL
 Accredited","Cardiology&CardiothoracicSurgery,
 Endoscopic/Laparoscopicprocedures,
 Gynecology&Obstetrics,Orthopedic
 SurgeryincludingJointReplacement,
 GeneralMedicine,GeneralSurgery,
 Neurology&
 Neurosurgery,Pulmonology,Urology&
 Nephrology(IncludingDialysis),
 GastroenterologyandGISurgery,
 Paediatrics,Eye&ENT,Cancer
 treatment(Surgery,Chemotherapy&
 Radiotherapy) and Diagnostics.",,CGHS_hospitals,1,,28.5664245,77.2351427,"Moolchand
 Hospital, Moolchand Flyover, Block M, Lajpat Nagar IV, Defence Colony, New Delhi, Delhi, , 110049",28.5657167,77.2355225,110024,"Moolchand Khairati Ram Hospital, Chhabra Marg, Lajpat Nagar III, Lajpat Nagar, Defence Colony Tehsil, South East Delhi District, Delhi, 110024, India"
486,Visitech Eye Centre,"A 10, South Extension, Block A, South Extension II, New Delhi, Delhi",110049,,,India,,,,,,28.56664073,77.22198911,ROOFTOP,"NABH
 Accredited",Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.5666407,77.221989,"Visitech Eye Centre, A 10, South Extension, Block A, South Extension II, New Delhi, Delhi, , 110049",28.5652568,77.2207559,110049,"South Extension II, South Extension, Defence Colony Tehsil, South East Delhi District, Delhi, 110049, India"
487,"Dr.DasPath
 Lab
 ","A-28,Lower Ground Floor,
 Ghanshyam Dass Jain Marg,
 South Extn-2, New Delhi, 
 110049",,,,India,,,,,,28.5667976,77.2211677,GEOMETRIC_CENTER,Non-NABL,Laboratory Investigations,,CGHS_hospitals,0,,,,"Dr.DasPath
 Lab
 , A-28,LowerGroundFloor,
 GhanshyamDassJainMarg,
 SouthExtn-2,NewDelhi-
 110049.",28.5668081,77.2211195,110049,"South Extension II, South Extension, Defence Colony Tehsil, South East Delhi District, Delhi, 110049, India"
488,"SRL Limited,
 ","74,PaschimiMarg,opp.C-
 BlockMarket,VasantVihar,
 Delhi-110057.Tel.No.011-
 42295329.",,,,India,,,,,,28.5669437,77.1590095,ROOFTOP,"NABL
 Accredited",Laboratory Investigations,,CGHS_hospitals,1,Incorrect surgical categorisation,28.56694,77.159,"SRL Limited,
 , 74,PaschimiMarg,opp.C-
 BlockMarket,VasantVihar,
 Delhi-110057.Tel.No.011-
 42295329., , ",28.5669437,77.1590095,110057,"B-23, Vasant Marg, Vasant Vihar, Delhi Cantonment, New Delhi District, Delhi, 110057, India"
489,"Dr.M.L.
 Aggarwal
 ImagingCentre
 Pvt. Ltd.","A-1/150, Safdarjung Enclave,
 New Delhi",,,,India,,,,,,28.5673646,77.1952325,GEOMETRIC_CENTER,Non- NABH,"X-ray, Ultrasound, Colour
 Doppler and OPG, ECG and
 Uro-flowmetry",,CGHS_hospitals,0,,,,"Dr.M.L.
 Aggarwal
 ImagingCentre
 Pvt. Ltd., A-1/150,SafdarjungEnclave,
New Delhi, 110029.",28.5692514,77.1979757,110029,"Nauroji Nagar, Safdarjung Enclave, Vasant Vihar Tehsil, New Delhi District, Delhi, 110029, India"
490,"Star Dental
 Centre Pvt. Ltd
 .","C-4/7, Safdarjung Development
 Area, New Delhi. Tel. No. 011-
 46072728.",,,,India,,,,,,28.5673897,77.1894142,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Star Dental
 Centre Pvt. Ltd
 ., C-4/7, Safdarjung Development
 Area, New Delhi. Tel. No. 011-
 46072728., , ",28.5502012,77.1983431,110016,"Safdarjung Development Area, Hauz Khas Tehsil, South Delhi District, Delhi, 110016, India"
491,"Mahajan Imaging
 SportsInjury
 Centre
 
 ","Sports Injury Centre, Safdarjung
 Hospital,New Delhi,110029",,,,India,,,,,,28.5674852,77.2027312,GEOMETRIC_CENTER,"NABH
 Accredited","X-ray, MRI, CT Scan & Bone
 Densitometry.",,CGHS_hospitals,0,,,,"Mahajan Imaging
 SportsInjury
 Centre
 
 , Sports Injury Centre, Safdarjung
 Hospital,NewDelhi-110029.",28.567695,77.20278,110029,"Mahajan Imaging SportsInjury Centre , Sports Injury Centre, Safdarjung Hospital,NewDelhi-110029."
492,"ExpressClinics
 Pvt. Ltd.
 ","C-11, Basement, Lajpat Nagar-
 3, New Delhi, 110024",,,,India,,,,,,28.5676804,77.2380502,GEOMETRIC_CENTER,Non-NABH,"X-ray, USG, Colour Doppler,
 Mammography & Laboratory
 Investigations.",,CGHS_hospitals,0,,,,"Express Clinics
 Pvt. Ltd.
 , C-11, Basement, Lajpat Nagar-
 3, New Delhi, 110024",28.567897,77.238028,110024,"Satsang Guru Nanak Darbar, Shaheed Mohan Dutta Marg, Lajpat Nagar III, Lajpat Nagar, Defence Colony Tehsil, South East Delhi District, Delhi, 110024, India"
493,Dr Pattnaik's Laser Eye Institute,"C-2, Ground Floor, Lajpat Nagar III, New Delhi, Delhi",110024,,,India,,,,,,28.5680719,77.2372347,GEOMETRIC_CENTER,NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.56807,77.23723,"Dr Pattnaik's Laser Eye Institute, C-2, Ground Floor, Lajpat Nagar III, New Delhi, Delhi, , 110024",28.5681139,77.2372687,110024,"Lajpat Nagar III, Lajpat Nagar, Defence Colony Tehsil, South East Delhi District, Delhi, 110024, India"
494,"Dr.A.
 Lalchandani
 Pathology
 Laboratories
 ","J-36,LajpatNagar-II,New
 Delhi. Tel. No. 9811157559.",,,,India,,,,,,28.568706,77.243627,ROOFTOP,"Non-NABL
 
 w.e.f.
 01.08.2017","LaboratoryServices,Ultra
 Sound,ColorDoppler,2D
 ECHO",,CGHS_hospitals,0,,,,"Dr.A.
 Lalchandani
 Pathology
 Laboratories
 , J-36,LajpatNagar-II,New
 Delhi. Tel. No. 9811157559., , ",28.5741245,77.2386041,110024,"Lajpat Nagar II, Lajpat Nagar I, Defence Colony Tehsil, South East Delhi District, Delhi, 110024, India"
495,"Teerthanker
 AadinathBright
 Dental Care
 ","11,12/1513,WazirNagar,
 BhishampitahMarg,Kotla
 Mubarkpur, New Delhi-110003.",,,,India,,,,,,28.568724,77.225708,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Teerthanker
 AadinathBright
 Dental Care
 , 11,12/1513,WazirNagar,
 BhishampitahMarg,Kotla
 Mubarkpur, New Delhi-110003., , ",28.5754899,77.2273691,110024,"Kotla Mubarak, South Extension, Defence Colony Tehsil, South East Delhi District, Delhi, 110024, India"
496,"NeoHospital
","D-170A,(GautamBudh
 Nagar), Sector-50, Noida-
",201301,,,India,,,,,,28.5698298,77.370109,ROOFTOP,"NABH
 Accredited
 01.02.2019","GeneralMedicine,General
 Surgery,Gynae.&Obs.,
 OrthopaedicSurgery(including
 JointReplacement),
 Otorhinolaryngology,Respiratory
 Medicine,Cardiology,Medical
 Gastroenterology,Nephrology,
 Neurology,Oncology(Medical),
 Urology(includingdialysisand
 excludinglithotripsy),Eyeand
 Dental.",,CGHS_hospitals,1,,28.56982,77.3701,"NeoHospital
, D-170A,(GautamBudh
 Nagar), Sector-50, Noida-
, , 201301",28.5698305,77.3701164,201301,"Neo Multi Speciality Hospital, Barola Byepass, Noida City Centre, Noida, Dadri, Gautam Buddha Nagar District, Uttar Pradesh, 201301, India"
497,"Vinayak
 Hospital
 ","Atta Market, Pocket E, Sector 27, Noida, Uttar Pradesh",201301,,,India,,,,,,28.5704189,77.3272669,GEOMETRIC_CENTER,"NABH
 Accredited w.e.f.
 25.06.2019","GeneralMedicine,Eye,ENT,
 GeneralSurgery,Endoscopic/
 Laparoscopicprocedures,
 Nephrology,Obstetricsand
 Gynecology,Neurology/
 Neurosurgery,Orthopedicsurgery,
 Urology, Pediatrics and Diagnostics",,CGHS_hospitals,1,,28.57041,77.32726,"Vinayak
 Hospital
 , Atta Market, Pocket E, Sector 27, Noida, Uttar Pradesh, , 201301",28.5711909,77.3281825,201301,"Vinayak Hospital, Maharaja Agrasen Marg, Sector 18, Noida, Dadri, Gautam Buddha Nagar District, Uttar Pradesh, 201301, India"
498,"SmileDental
 Hub
 ","1433,GroundFloor,Wazir
 Nagar, South Extn., Opp. Yes
 BankDefenceColony,New
 Delhi.",,,,India,,,,,,28.5710116,77.2254691,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"SmileDental
 Hub
 , 1433,GroundFloor,Wazir
 Nagar, South Extn., Opp. Yes
 BankDefenceColony,New
 Delhi., , ",28.5710116,77.2254691,110049,"Wazir Nagar, South Extension, Defence Colony Tehsil, South East Delhi District, Delhi, 110049, India"
499,"Dr. Lal Pathlabs
 Pvt.
 ","N-27,Sector-18,Noida-201301.
 Tel. No. 0120-3142560.",,,,India,,,,,,28.5724118,77.3231371,GEOMETRIC_CENTER,"NABL
 Accredited",Laboratory Investigations,,CGHS_hospitals,0,,,,"Dr. Lal Pathlabs
 Pvt.
 , N-27,Sector-18,Noida, 201301.
",28.57267,77.323252,110025,"Dr. Lal Pathlabs
 Pvt.
 , N-27,Sector-18,Noida, 201301.
"
500,"Unipath
 Diagnostics","G-49, Lajpat Nagar, New Delhi",,,,India,,,,,,28.5727961,77.2436082,ROOFTOP,"NABL
 Accredited",Laboratory Investigations,,CGHS_hospitals,0,,,,"Unipath
 Diagnostics, G-49, Lajpat Nagar, New Delhi",28.572923,77.243667,110024,"Unipath
 Diagnostics, G-49, Lajpat Nagar, New Delhi"
