Sr. No,Name,Address,Pincode,City,State,Country,Type,admission_capacity,n_beds,latitude_coordinate,longitude_coordinate,gmaps_Latitude,gmaps_Longitude,gmaps_Accuracy,Accrediation,Domains,Contact,data_source_name,Surgical,Notes TJ,latitude_aleesha,longitude_aleesha,Manual Address,Latitude,Longitude
490,"Star Dental
 Centre Pvt. Ltd
 .","C-4/7, Safdarjung Development
 Area, New Delhi. Tel. No. 011-
 46072728.",,,,India,,,,,,28.5673897,77.1894142,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Star Dental
 Centre Pvt. Ltd
 ., C-4/7, Safdarjung Development
 Area, New Delhi. Tel. No. 011-
 46072728., , ",28.5502012,77.1983431
491,"Mahajan Imaging
 SportsInjury
 Centre
 
 ","Sports Injury Centre, Safdarjung
 Hospital,NewDelhi-110029.
 Tel.No. 011-26170905.",,,,India,,,,,,28.5674852,77.2027312,GEOMETRIC_CENTER,"NABH
 Accredited","X-ray, MRI, CT Scan & Bone
 Densitometry.",,CGHS_hospitals,0,,,,"Mahajan Imaging
 SportsInjury
 Centre
 
 , Sports Injury Centre, Safdarjung
 Hospital,NewDelhi-110029.
 Tel.No. 011-26170905., , ",28.5676016,77.2027178
492,"ExpressClinics
 Pvt. Ltd.
 ","C-11, Basement, Lajpat Nagar-
 3, New Delhi-110024. Tel. No.
 011-40560688",,,,India,,,,,,28.5676804,77.2380502,GEOMETRIC_CENTER,Non-NABH,"X-ray, USG, Colour Doppler,
 Mammography & Laboratory
 Investigations.",,CGHS_hospitals,0,,,,"ExpressClinics
 Pvt. Ltd.
 , C-11, Basement, Lajpat Nagar-
 3, New Delhi-110024. Tel. No.
 011-40560688, , ",28.5674276,77.2397968
493,Dr Pattnaik's Laser Eye Institute,"C-2, Ground Floor, Lajpat Nagar III, New Delhi, Delhi",110024,,,India,,,,,,28.5680719,77.2372347,GEOMETRIC_CENTER,NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.56807,77.23723,"Dr Pattnaik's Laser Eye Institute, C-2, Ground Floor, Lajpat Nagar III, New Delhi, Delhi, , 110024",28.5681139,77.2372687
494,"Dr.A.
 Lalchandani
 Pathology
 Laboratories
 ","J-36,LajpatNagar-II,New
 Delhi. Tel. No. 9811157559.",,,,India,,,,,,28.568706,77.243627,ROOFTOP,"Non-NABL
 
 w.e.f.
 01.08.2017","LaboratoryServices,Ultra
 Sound,ColorDoppler,2D
 ECHO",,CGHS_hospitals,0,,,,"Dr.A.
 Lalchandani
 Pathology
 Laboratories
 , J-36,LajpatNagar-II,New
 Delhi. Tel. No. 9811157559., , ",28.5741245,77.2386041
495,"Teerthanker
 AadinathBright
 Dental Care
 ","11,12/1513,WazirNagar,
 BhishampitahMarg,Kotla
 Mubarkpur, New Delhi-110003.",,,,India,,,,,,28.568724,77.225708,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Teerthanker
 AadinathBright
 Dental Care
 , 11,12/1513,WazirNagar,
 BhishampitahMarg,Kotla
 Mubarkpur, New Delhi-110003., , ",28.5754899,77.2273691
496,"NeoHospital
","D-170A,(GautamBudh
 Nagar), Sector-50, Noida-
",201301,,,India,,,,,,28.5698298,77.370109,ROOFTOP,"NABH
 Accredited
 01.02.2019","GeneralMedicine,General
 Surgery,Gynae.&Obs.,
 OrthopaedicSurgery(including
 JointReplacement),
 Otorhinolaryngology,Respiratory
 Medicine,Cardiology,Medical
 Gastroenterology,Nephrology,
 Neurology,Oncology(Medical),
 Urology(includingdialysisand
 excludinglithotripsy),Eyeand
 Dental.",,CGHS_hospitals,1,,28.56982,77.3701,"NeoHospital
, D-170A,(GautamBudh
 Nagar), Sector-50, Noida-
, , 201301",28.5698305,77.3701164
497,"Vinayak
 Hospital
 ","Atta Market, Pocket E, Sector 27, Noida, Uttar Pradesh",201301,,,India,,,,,,28.5704189,77.3272669,GEOMETRIC_CENTER,"NABH
 Accredited w.e.f.
 25.06.2019","GeneralMedicine,Eye,ENT,
 GeneralSurgery,Endoscopic/
 Laparoscopicprocedures,
 Nephrology,Obstetricsand
 Gynecology,Neurology/
 Neurosurgery,Orthopedicsurgery,
 Urology, Pediatrics and Diagnostics",,CGHS_hospitals,1,,28.57041,77.32726,"Vinayak
 Hospital
 , Atta Market, Pocket E, Sector 27, Noida, Uttar Pradesh, , 201301",28.5711909,77.3281825
498,"SmileDental
 Hub
 ","1433,GroundFloor,Wazir
 Nagar, South Extn., Opp. Yes
 BankDefenceColony,New
 Delhi.",,,,India,,,,,,28.5710116,77.2254691,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"SmileDental
 Hub
 , 1433,GroundFloor,Wazir
 Nagar, South Extn., Opp. Yes
 BankDefenceColony,New
 Delhi., , ",28.5710116,77.2254691
499,"Dr. Lal Pathlabs
 Pvt.
 ","N-27,Sector-18,Noida-201301.
 Tel. No. 0120-3142560.",,,,India,,,,,,28.5724118,77.3231371,GEOMETRIC_CENTER,"NABL
 Accredited",Laboratory Investigations,,CGHS_hospitals,0,,,,"Dr. Lal Pathlabs
 Pvt.
 , N-27,Sector-18,Noida-201301.
 Tel. No. 0120-3142560., , ",28.5480898,77.2975556
500,"Unipath
 Diagnostics","G-49, Lajpat Nagar, New Delhi-
 24.Mob. No. 41726677.",,,,India,,,,,,28.5727961,77.2436082,ROOFTOP,"NABL
 Accredited",Laboratory Investigations,,CGHS_hospitals,0,,,,"Unipath
 Diagnostics, G-49, Lajpat Nagar, New Delhi-
 24.Mob. No. 41726677., , ",28.5727961,77.2436082
501,"Dr. Nanda Eye Care
 Centre","A 200, Vivekananda Marg, Sector 8, Near Queens Valley School, Dwarka, New Delhi, Delhi",110075,,,India,,,,,,28.5735989,77.0725983,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.57359,77.07259,"Dr. Nanda Eye Care
 Centre, A 200, Vivekananda Marg, Sector 8, Near Queens Valley School, Dwarka, New Delhi, Delhi, , 110075",28.5736554,77.0725888
502,"Max Hospital
 
 ","A-364, Sector-19, Noida.
 Tel. No. 011-2549999,
 6629999.",,,,India,,,,,,28.5742571,77.3229524,ROOFTOP,"NABH w.e.f
 3.11.2015","Cardiology&Cardiothoracic
 Surgery, Endoscopic/ Laparoscopic
 procedures,Gynecology
 &Obstetrics,OrthopedicSurgery
 includingJointReplacement,
 General Medicine, General Surgery,
 Neurology&Neurosurgery,
 Urology&Nephrology(Including
 Dialysis), Gastroenterology and GI
 Surgery,Paediatrics,Eye&ENT,
 Dental, Cancer treatment (Surgery,
 Chemotherapy) and Diagnostics.",,CGHS_hospitals,1,Cant locate,28.5741,77.32324,"Max Hospital
 
 , A-364, Sector-19, Noida.
 Tel. No. 011-2549999,
 6629999., , ",28.577486,77.3225404
503,"KrishnaDental
 Clinic
 ","RZP-1,Rajnagar-II,Near
 MalariaResearchInstitute,
 Main Dada Dev Road, Sec-8,
 Dwarka, New Delhi-110077.",,,,India,,,,,,28.574807,77.076427,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"KrishnaDental
 Clinic
 , RZP-1,Rajnagar-II,Near
 MalariaResearchInstitute,
 Main Dada Dev Road, Sec-8,
 Dwarka, New Delhi-110077., , ",28.5744954,77.0762784
504,"32 Smile Stone
 Dental Clinic","3 Ring Road, Kilokari, New
 Delhi.Tel. No. 9999060619,",,,,India,,,,,,28.5755828,77.2621794,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"32 Smile Stone
 Dental Clinic, 3 Ring Road, Kilokari, New
 Delhi.Tel. No. 9999060619,, , ",28.5756514,77.2623755
505,"NoidaMRI&
 Diagnostic
 Centre","B-1/39, B-Block Market, Sector-
 51,Noida.Tel.No.0120-
 4355494.",,,,India,,,,,,28.5772788,77.3611782,GEOMETRIC_CENTER,Non-NABH,"USG, X-ray, Colour Doppler,
 MRI, CT, ECG, PFT, ECHO
 and TMT.",,CGHS_hospitals,0,,,,"NoidaMRI&
 Diagnostic
 Centre, B-1/39, B-Block Market, Sector-
 51,Noida.Tel.No.0120-
 4355494., , ",28.5759225,77.3480192
506,"SadhuVaswani
 Medical Centre
 
 ","4/27, Shanti Niketan, New Delhi.
 Tel.No.011-24114316,
 24111562.",,,,India,,,,,,28.5776546,77.1684278,ROOFTOP,"NABL
 Accredited
 /Non-NABH","X-Ray,UltraSoundand
 Laboratory Investigations.",,CGHS_hospitals,0,,,,"SadhuVaswani
 Medical Centre
 
 , 4/27, Shanti Niketan, New Delhi.
 Tel.No.011-24114316,
 24111562., , ",28.5776619,77.1683867
507,"Sadhu Vaswani
 Medical Centre
 ","4/27, Shanti Niketan, New
 Delhi",,,,India,,,,,,28.5776546,77.1684278,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Sadhu Vaswani
 Medical Centre
 , 4/27, Shanti Niketan, New
 Delhi, , ",28.5776932,77.1684695
508,"ItekVision
 Centre ","Sector 51 Block A Road, Block B, Sector 50, Noida, Uttar Pradesh",201303,,,India,,,,,,28.57825772,77.36259186,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.5782577,77.362591,"ItekVision
 Centre , Sector 51 Block A Road, Block B, Sector 50, Noida, Uttar Pradesh, , 201303",28.5760423,77.3589793
509,"Jeewan Hospital
 & Nursing Home
 Pvt. Ltd.","150, Bharath Nagar Road Jeewan Nagar, Gate Number 1, Maharani Bagh, New Delhi, Delhi",110014,,,India,,,,,,28.5782918,77.2593703,GEOMETRIC_CENTER,"NABH
 Accredited
 w.e.f.
 25.06.2019","GeneralMedicine,GeneralSurgery,
 GynecologyandObst,Cardiology-
 Invasive&Non-Invasive,Orthopedic
 with Joint Replacement, Paediatrics Eye,
 ENT.",,CGHS_hospitals,1,,28.5782918,77.2593703,"Jeewan Hospital
 & Nursing Home
 Pvt. Ltd., 150, Bharath Nagar Road Jeewan Nagar, Gate Number 1, Maharani Bagh, New Delhi, Delhi, , 110014",28.5675712,77.2692952
510,"JDARPathology
 Lab","2/6, Shanti Niketan, New Delhi.
 Mob.No.:9999047141,(011)
 24115211.",,,,India,,,,,,28.5784616,77.1721772,ROOFTOP,"NABLAccredi
 ted",Laboratory investigations,,CGHS_hospitals,0,,,,"JDARPathology
 Lab, 2/6, Shanti Niketan, New Delhi.
 Mob.No.:9999047141,(011)
 24115211., , ",28.5784616,77.1721772
511,Centre For Sight,"Plot No. 9, Sector 9, Dwarka, New Delhi, Delhi",110075,,,India,,,,,,28.5788118,77.0665477,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.5788118,77.0665477,"Centre For Sight, Plot No. 9, Sector 9, Dwarka, New Delhi, Delhi, , 110075",28.5803422,77.0645305
512,"Surbhi Hospital
 ","Golf Course Road, Morna, Sector 35, Noida, Uttar Pradesh",201301,,,India,,,,,,28.5791268,77.3612484,GEOMETRIC_CENTER,"NABH
 Accredited w.e.f.
 01.03.2015/
 NABL
 Accredited","General Medicine, General Surgery,
 GynecologyandObst,Orthopedic
 includingJointReplacement,Eye,
 ENT,Endoscopic/Laparoscopic
 Surgery,Pulmonology,
 Gastroenterology,Neurology,
 Urology,Nephrologyincluding
 dialysis, Cancer treatment (surgery
 andchemotherapy)Dentaland
 Diagnostics.",,CGHS_hospitals,1,,28.5791268,77.3612484,"Surbhi Hospital
 , Golf Course Road, Morna, Sector 35, Noida, Uttar Pradesh, , 201301",28.5791589,77.3612529
513,"Healthway
 Dentaland
 Medical Clinic,
 ","Shop No. 6, 1st Floor, Plot
 No.20-21,Amberhai
 Extension,Sector-19,
 Dwarka, New Delhi -110075",,,,India,,,,,,28.5801034,77.0467317,APPROXIMATE,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Healthway
 Dentaland
 Medical Clinic,
 , Shop No. 6, 1st Floor, Plot
 No.20-21,Amberhai
 Extension,Sector-19,
 Dwarka, New Delhi -110075, , ",28.5860795,77.0486422
514,"Prognosis
 Laboratories
 ","515-516,Sector-19,DDA
 PlottedDevelopment,Dwarka,
 NewDelhi-110075.Tel.No.
 011-65189657.",,,,India,,,,,,28.580235,77.0509856,ROOFTOP,"NABL
 /Non NABH","LaboratoryInvestigationsand
 X-ray, USG.",,CGHS_hospitals,0,,,,"Prognosis
 Laboratories
 , 515-516,Sector-19,DDA
 PlottedDevelopment,Dwarka,
 NewDelhi-110075.Tel.No.
 011-65189657., , ",28.5802197,77.0510036
515,"Centre For Sight
 ","Plot No 9, Dwarka Sector 9, Dwarka, New Delhi, Delhi",110075,,,India,,,,,,28.5805035,77.0644191,ROOFTOP,"NABH
 Accredited w.e.f.
 25.06.2019",Exclusive Eye Care Centre,,CGHS_hospitals,1,Repeated,28.5805035,77.0644191,"Centre For Sight
 , Plot No 9, Dwarka Sector 9, Dwarka, New Delhi, Delhi, , 110075",28.5803422,77.0645305
516,"Sumitra
 Hospital","119A, Sector 35, Noida, Uttar Pradesh",201301,,,India,,,,,,28.5810038,77.3533883,ROOFTOP,"NABH
 Accredited w.e.f.
 01.09.2015/
 NABL
 Accredited","General Medicine, General Surgery,
 Endoscopic/Laparoscopic
 procedures,Gynae&Obst,Eye,
 ENT, Orthopedic surgery, Urology,
 Nephrology,Neurology,Neuro
 Surgery,GISurgery,Dentaland
 Diagnostics.",,CGHS_hospitals,1,,28.5810038,77.3533883,"Sumitra
 Hospital, 119A, Sector 35, Noida, Uttar Pradesh, , 201301",28.5810038,77.3533883
517,"Eye 4 U a Complete
 Ophthalmic Center,
 ","DDA FLATS, 241 GF, SECTOR 9, Pocket 1, Dwarka, New Delhi, Delhi",110075,,,India,,,,,,28.58409457,77.06418532,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.58409,77.064185,"Eye 4 U a Complete
 Ophthalmic Center,
 , DDA FLATS, 241 GF, SECTOR 9, Pocket 1, Dwarka, New Delhi, Delhi, , 110075",28.5847766,77.0654407
518,"Sharma Dental,
 ","RZ-156/A, Dada Chhatriwala
 Marg, Gali No.9, Raj Nagar-I,
 PalamColony,NewDelhi-
 110045.",,,,India,,,,,,28.5842691,77.0872457,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Sharma Dental,
 , RZ-156/A, Dada Chhatriwala
 Marg, Gali No.9, Raj Nagar-I,
 PalamColony,NewDelhi-
 110045., , ",28.5844658,77.0869941
519,"NavneeshDental
 Clinic","Unit No. 2, Begum Zaidi,
 Market, Moti Bagh, Part-1, New
 Delhi. Tel. No. 011-24122433,
 9810560566.",,,,India,,,,,,28.5843003,77.1787318,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"NavneeshDental
 Clinic, Unit No. 2, Begum Zaidi,
 Market, Moti Bagh, Part-1, New
 Delhi. Tel. No. 011-24122433,
 9810560566., , ",28.5838601,77.1783695
520,"SmileDental
 Clinic","82A,DeepshikhaBuilding,
 Near Moti Bagh, Gurudwara,
 New Delhi-110021.",,,,India,,,,,,28.5852964,77.1709615,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"SmileDental
 Clinic, 82A,DeepshikhaBuilding,
 Near Moti Bagh, Gurudwara,
 New Delhi-110021., , ",28.5837043,77.1728689
521,Dental World,"WZ-172,StreetNo.1,Sadh
 Nagar,PalamColony,New
 Delhi. Tel. No. 9312507893.",,,,India,,,,,,28.5853068,77.0900065,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Dental World, WZ-172,StreetNo.1,Sadh
 Nagar,PalamColony,New
 Delhi. Tel. No. 9312507893., , ",28.5853068,77.0900065
522,"Divya Prastha
 Hospital","Main Road Block A, opp. Bagh Wala School, Palam Colony, Raj Nagar I, New Delhi, Delhi",110045,,,India,,,,,,28.5862209,77.0875803,GEOMETRIC_CENTER,"NABH w.e.f
 02.02.2018","GeneralMedicine,Gynae&Obs.,
 Orthopedics,GeneralSurgery,
 Endoscopic/Laproscopicprocedures,
 Neurology&NeuroSurgery,
 Gastroenterology,Paediatrics,Dental,
 Urology&Nephrologyincluding
 Dialysis, Eye, ENT and Diagnostics.","Tel. No. 011-25365960,
 9810984960.",CGHS_hospitals,1,,28.58622,77.08758,"Divya Prastha
 Hospital, Main Road Block A, opp. Bagh Wala School, Palam Colony, Raj Nagar I, New Delhi, Delhi, , 110045",28.5862209,77.0875803
523,"Manas Hospital
 ","A93, Block A, Sector 34, Noida, Uttar Pradesh",201307,,,India,,,,,,28.586476,77.361639,ROOFTOP,Non-NABH,"General Medicine, General Surgery,
 Gynae.&Obs.,Orthopaedic
 (excludingJointReplacement),
 Paediatrics,Nephrologyincluding
 dialysis,Neurology,ENT,Dental
 and Diagnostic.",,CGHS_hospitals,1,,28.586476,77.361639,"Manas Hospital
 , A93, Block A, Sector 34, Noida, Uttar Pradesh, , 201307",28.5864321,77.3614837
524,"Satya Medical
 Centre Hospital","A-98/A, Block A, Sector 34, Noida, Uttar Pradesh",201307,,,India,,,,,,28.5867006,77.3585029,ROOFTOP,"NABH
 Accredited","General Medicine, General Surgery,
 Endoscopic/Laparoscopic
 procedures,Eye,ENT,Pediatrics,
 Gynae & Obst. Orthopedic surgery
 withJointreplacementand
 Diagnostics.",,CGHS_hospitals,1,,28.5867,77.3585,"Satya Medical
 Centre Hospital, A-98/A, Block A, Sector 34, Noida, Uttar Pradesh, , 201307",28.5860197,77.3604372
525,"Dipakshi
 Nursing&
 Maternity
 Home Pvt. Ltd.
 
 ","Udhayan Marg, NTPC Township, C Block, Sector 33, Noida, Uttar Pradesh",201307,,,India,,,,,,28.587256,77.356714,0,Non-NABH,"GeneralMedicine,General
 Surgery,Gynae.&Obs.,
 OrthopaedicSurgery(Including
 JointReplacement),
 Otorhinolaryngology,
 Endocrinology,Medical
 Gastroenterology, Neonatology,
 Neurology,Urology(Excluding
 dialysisandlithotripsy)Eye,&
 Dental.",,CGHS_hospitals,1,,28.587256,77.356714,"Dipakshi
 Nursing&
 Maternity
 Home Pvt. Ltd.
 
 , Udhayan Marg, NTPC Township, C Block, Sector 33, Noida, Uttar Pradesh, , 201307",28.5872635,77.3567061
526,"TirupatiEye
 Centre","C-53C, NTPC Township, C Block, Sector 33, Noida, Uttar Pradesh",201301,,,India,,,,,,28.5873916,77.3570289,ROOFTOP,"NABHAccredited
 w.e.f. 01.07.2019",Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.58739,77.35702,"TirupatiEye
 Centre, C-53C, NTPC Township, C Block, Sector 33, Noida, Uttar Pradesh, , 201301",28.5873916,77.3570289
527,"Dr.
 Priyadarshini's
 Smile Care
 \","117,SatyaNiketan,Moti
 Bagh, New Delhi-110021.",,,,India,,,,,,28.5880907,77.1687479,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Dr.
 Priyadarshini's
 Smile Care
 \, 117,SatyaNiketan,Moti
 Bagh, New Delhi-110021., , ",28.5880907,77.1687479
528,"Venkateshwar
 Hospital","Sector 18, Sector 18A Dwarka, Dwarka, New Delhi, Delhi",110075,,,India,,,,,,28.5888913,77.0375313,GEOMETRIC_CENTER,"NABH/
 NABL
 Accredited","GeneralMedicine,,GeneralSurgery
 (IncludingLaproscopicSurgery),
 Cardiology (Invasive & Non-Invasive &
 Interventional),CardiothoracicSurgery,
 ObstetricsandGynaecology,
 OrthopaedicSurgery(includingJoint
 Replacement),RespiratoryMedicine,
 Otorhinolaryngology,Eye,Paediatrics,
 Rheumatology,Endocrinology,
 Gastroenterology (Medical), Nephrology
 (IncludingDialysis),Neurology,
 Neurosurgery,NuclearMedicine,
 Oncology- (Medical, Surgical, Radiation)
 Urology, Bone Marrow Transplantation,
 Kidney Transplantationand Diagnostics.",,CGHS_hospitals,1,,28.588891,77.03753,"Venkateshwar
 Hospital, Sector 18, Sector 18A Dwarka, Dwarka, New Delhi, Delhi, , 110075",28.5887118,77.0375561
529,"Dental Quest
 ","FlatNo.1A,DDAFlats,
 Sector-6,Pocket-2,Dwarka,
 New Delhi-110075.",,,,India,,,,,,28.5904584,77.0603666,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Dental Quest
 , FlatNo.1A,DDAFlats,
 Sector-6,Pocket-2,Dwarka,
 New Delhi-110075., , ",28.5903768,77.0605065
530,"EyeSightLaser
 Centre","CENTRAL MARKET, DDA Flats, 52A, DOCTOR'S LANE, behind Sector-6, Pocket 2, Sector 6 Dwarka, Dwarka, New Delhi, Delhi",110075,,,India,,,,,,28.59140278,77.06027817,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.591402,77.0602781,"EyeSightLaser
 Centre, CENTRAL MARKET, DDA Flats, 52A, DOCTOR'S LANE, behind Sector-6, Pocket 2, Sector 6 Dwarka, Dwarka, New Delhi, Delhi, , 110075",28.5913199,77.0596585
531,"Maharaja
 Agrasen
 Hospital
 
","Pocket 4, Sector 1 Dwarka, Dwarka, New Delhi, Delhi",110075,,,India,,,,,,28.5933647,77.0780045,GEOMETRIC_CENTER,"NABH
 Accredited
 w.e.f.
 01.04.2019","GeneralMedicine,GeneralSurgery,
 Gynae.&Obs.,OrthopaedicSurgery
 (includingJointReplacement),
 Cardiology,RespiratoryMedicine,
 Nephrology,Rheumatology,Urology
 (includingdialysisandexcluding
 lithotripsy), Eye, ENT and Diagnostics.",,CGHS_hospitals,1,,28.59336,77.0780045,"Maharaja
 Agrasen
 Hospital
 
, Pocket 4, Sector 1 Dwarka, Dwarka, New Delhi, Delhi, , 110075",28.5935719,77.0781825
532,"Bhagat
 Chandra
 Hospital","RZ-F-1/1 Mahavir Enclave Palam Dabri Marg Under Dwarka, Airport Flyover, Mahavir Enclave Part 2, Palam, New Delhi, Delhi",110045,,,India,,,,,,28.593451,77.0812229,GEOMETRIC_CENTER,"NABH /
 NABL
 Accredited","GeneralMedicine,Gynae&Obs.,
 Orthopedicsandjointreplacements,
 GeneralSurgery,Cardiology&
 CardiothoracicSurgery,
 Endoscopic/Laproscopicprocedures,
 Neurology&NeuroSurgery,
 Gastroenterology,Pulmonology,
 Paediatrics,Dental,Urology&
 NephrologyincludingDialysis,Eye,
 ENT,Cancertreatment(Surgery,
 Chemotherapy) and Diagnostics.","Tel. No.
 011-4703900.",CGHS_hospitals,1,,28.593451,77.0812229,"Bhagat
 Chandra
 Hospital, RZ-F-1/1 Mahavir Enclave Palam Dabri Marg Under Dwarka, Airport Flyover, Mahavir Enclave Part 2, Palam, New Delhi, Delhi, , 110045",28.5947875,77.083787
533,"Dabas Dental
 Clinic &
 Orthodontic
 Centre","FlatNo.186,GFPocketA,
 Sec-13,Dwarka,NewDelhi.
 Tel. No. 011-28086510.",,,,India,,,,,,28.5937145,77.0334615,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Dabas Dental
 Clinic &
 Orthodontic
 Centre, FlatNo.186,GFPocketA,
 Sec-13,Dwarka,NewDelhi.
 Tel. No. 011-28086510., , ",28.5937145,77.0334615
534,"ShriRam
 SinghMulti
 Speciality
 Hospital","Oil Industry Development Board, Sector 70 , Opps, Sector 70, Noida, Uttar Pradesh",201301,,,India,,,,,,28.5941935,77.3852102,GEOMETRIC_CENTER,Non-NABH,"GeneralMedicine,General
 Surgery,Gynaecology,
 Orthopaedic(includingJoint
 Replacement),Nephrology,
 Neurology, Neurosurgery Urology,
 Dental and Diagnostics.",,CGHS_hospitals,1,,28.5941,77.38521,"ShriRam
 SinghMulti
 Speciality
 Hospital, Oil Industry Development Board, Sector 70 , Opps, Sector 70, Noida, Uttar Pradesh, , 201301",28.5931288,77.3862658
535,Human Care Medical Charitable Trust,"near telephone exchange, Palam Vihar, Sector 6 Dwarka, Dwarka, New Delhi",110075,,,India,,,,,,28.5950514,77.069375,GEOMETRIC_CENTER,NABH,"GeneralMedicine,GeneralSurgery,
 Gynae.&Obst.,Orthopaedic
 (includingJointReplacement),
 Respiratory Medicine and Diagnostics.",,CGHS_hospitals,1,,28.59505,77.069375,"Human Care Medical Charitable Trust, near telephone exchange, Palam Vihar, Sector 6 Dwarka, Dwarka, New Delhi, , 110075",28.5950514,77.069375
536,"Suraksha
 Diagnostic Pvt.
 Ltd.
 ","F-123, Sector-8, Noida-201301.
 Tel. No. 0120-4769000.",,,,India,,,,,,28.5951643,77.328135,APPROXIMATE,"NABL
 Accredited",Laboratory Investigations,,CGHS_hospitals,0,,,,"Suraksha
 Diagnostic Pvt.
 Ltd.
 , F-123, Sector-8, Noida-201301.
 Tel. No. 0120-4769000., , ",28.5951058,77.3280494
537,"Eye Health
 Clinic","E-1, near Sai Mandir, Sector 61, Noida, Uttar Pradesh",201307,,,India,,,,,,28.5960875,77.3683319,APPROXIMATE,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.59608,77.36833,"Eye Health
 Clinic, E-1, near Sai Mandir, Sector 61, Noida, Uttar Pradesh, , 201307",28.6102507,77.4416161
538,"Dharamshila
 Hospital &
 Research
 Centre
","Metro Station, Dharamshila marg, Vasundhara Enclave Near Ashok Nagar, Dallupura, New Delhi, Delhi",110096,,,India,,,,,,28.6025216,77.3141282,GEOMETRIC_CENTER,"NABH/
 NABL
 Accredited","GeneralMedicine,GeneralSurgery,
 NephrologyincludingDialysis,Neuro
 Surgery,Neurology,Urology,
 Gastroenterology,OrthopedicSurgery,
 Cardiology,Endocrinology,
 Otorhinolaryngology,Paediatrics,
 Psychiatry,RespiratoryMedicine,
 TransplantServices(BloodandBone
 MarrowStemCell),Dentaland
 Diagnostic,Cancertreatment
 (ChemotherapyCancerSurgery&
 Radiotherapy)and
 Cardiothoracic&
 VascularSurgeryaddedw.e.f.
 29.08.2018.
 Addition of Renal transplant services
 w.e.f 31.07.2020",,CGHS_hospitals,1,,28.60252,77.314128,"Dharamshila
 Hospital &
 Research
 Centre
, Metro Station, Dharamshila marg, Vasundhara Enclave Near Ashok Nagar, Dallupura, New Delhi, Delhi, , 110096",28.6077713,77.3173656
539,"Ansari
 Hospital
","RZ20F/B, Gali number 6, Kailashpuri Rd, Block RZ, Main Sagarpur, Sagar Pur, New Delhi, Delhi",110046,,,India,,,,,,28.60273728,77.10484646,GEOMETRIC_CENTER,Non-NABH,"GeneralMedicine,GeneralSurgery,
 Gynae. & Obs., Orthopaedic (including
 JointReplacement),Respiratory
 Medicine,Cardiology,Medical&
 SurgicalGastroenterology,
 Neurology, Urology (including dialysis
 and lithotripsy) and Eye.",,CGHS_hospitals,1,,28.60273728,77.10484645,"Ansari
 Hospital
, RZ20F/B, Gali number 6, Kailashpuri Rd, Block RZ, Main Sagarpur, Sagar Pur, New Delhi, Delhi, , 110046",28.6027099,77.1045671
