Sr. No,Name,Address,Pincode,City,State,Country,Type,admission_capacity,n_beds,latitude_coordinate,longitude_coordinate,gmaps_Latitude,gmaps_Longitude,gmaps_Accuracy,Accrediation,Domains,Contact,data_source_name,Surgical,Notes TJ,latitude_aleesha,longitude_aleesha,Manual Address,Latitude,Longitude,Postcode_py,address_py,Manual Score,Levenshtein Distance,Jaro Wrinkler Distance,Jaccard Distance,Cosine Distance,Monge Elkan Distance,BWTRLENCD Distance,Monge Elkan Distance*10,Auto Score
600,"Dr.Aggarwal's
 Multi-Speciality
 DelhiDental
 Clinicand
 Implant Centre
 ","Shop. No.32, Gandhi Market,
 MintoRoad,NewDelhi-
 110002.",,,,India,,,,,,28.637135,77.22951,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Dr.Aggarwal's
 Multi-Speciality
 DelhiDental
 Clinicand
 Implant Centre
 , Shop. No.32, Gandhi Market,
 MintoRoad,NewDelhi-
 110002., , ",28.6366991,77.2301199,110002,"Mir Dard Marg, Rouse Avenue, Kotwali Tehsil, Central Delhi District, Delhi, 110002, India",,0.257352941,0.6707039,0.573426573,0.74533136,0.002973616,0.097744361,0.029736159,0.553249041
601,Khanna Eye Centre,"metro station, E-368, Vikas Marg, opposite Metro Pillar No. 66, Block E, Nirman Vihar, Preet Vihar, Delhi,",110092,,,India,,,,,,28.6372199,77.28800195,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6372199,77.2880019,"Khanna Eye Centre, metro station, E-368, Vikas Marg, opposite Metro Pillar No. 66, Block E, Nirman Vihar, Preet Vihar, Delhi,, , 110092",28.636837,77.2879638,110051,"Preet Vihar, Laxmi Nagar, Preet Vihar Tehsil, East Delhi District, Delhi, 110051, India",,0.259259259,0.646421134,0.520547945,0.701272941,0.002990398,0.147540984,0.029903978,0.546711868
602,"Centre For Sight
 ","6, Vikas Marg, New Rajdhani Enclave, Preet Vihar, Delhi,",110092,,,India,,,,,,28.64086289,77.2948529,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6408628,77.2948529,"Centre For Sight
 , 6, Vikas Marg, New Rajdhani Enclave, Preet Vihar, Delhi,, , 110092",28.6435248,77.2973162,110051,"Park End, Preet Vihar Tehsil, East Delhi District, Delhi, 110051, India",,0.255813953,0.647151833,0.554455446,0.716654161,0.004732288,0.113924051,0.047322877,0.546076562
603,Csm medi centre,"D-31, Rajouri Garden, New Delhi",110027,,,India,,,,,,28.6373764,77.1259739,ROOFTOP,NON NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6373764,77.1259739,"Csm medi centre, D-31, Rajouri Garden, New Delhi, , 110027",28.6414697,77.126592,110027,"Rajouri Garden, Patel Nagar Tehsil, West Delhi District, Delhi, 110027, India",,0.311688312,0.684206598,0.607142857,0.763151596,0.007728894,0.111111111,0.077288942,0.583090276
604,Mahajan Imaging Ganga Ram,"Sir Ganga Ram Hospital Marg, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060",,,,India,,,,,,28.6379,77.188897,GEOMETRIC_CENTER,NABH,"MRI, CT Scan, X- Ray, Ultra
 Sound,BoneDensitometry,
 Mammography.",,CGHS_hospitals,0,,,,"Mahajan Imaging Ganga Ram, Sir Ganga Ram Hospital Marg, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060, , ",28.6379,77.188897,110060,"Sir Ganga Ram Hospital, Ganga Ram Hospital Road, Patel Nagar Tehsil, West Delhi District, Delhi, 110060, India",,0.428571429,0.683672962,0.624113475,0.769153196,0.003954523,0.392156863,0.03954523,0.672144317
605,"SBR
 Diagnostics Pvt.
 Ltd
 ","C-61, Preet Vihar, Vikas Marg,
 Delhi-110092.Tel.No.011-
 22421069.",,,,India,,,,,,28.6385057,77.2911694,GEOMETRIC_CENTER,Non-NABH,"X-ray, MRI, CT Scan, USG,
 Colour Doppler,",,CGHS_hospitals,0,,,,"SBR
 Diagnostics Pvt.
 Ltd
 , C-61, Preet Vihar, Vikas Marg,
 Delhi-110092.Tel.No.011-
 22421069., , ",28.6387045,77.2912562,110051,"Vikas Marg, Preet Vihar, Laxmi Nagar, Preet Vihar Tehsil, East Delhi District, Delhi, 110051, India",,0.247524752,0.599936184,0.503759398,0.670033503,0.003529066,0.183673469,0.035290658,0.533423748
606,"Dr.Sethâ€™sPath
 Lab","130, Shankar Road Market, New
 Rajinder Nagar, New Delhi. Tel.
 No. 011-28743325, 47650004.",,,,India,,,,,,28.6386095,77.1800796,ROOFTOP,"NABL
 Accredited",Laboratory Investigations,,CGHS_hospitals,0,,,,"Dr.Sethâ€™sPath
 Lab, 130, Shankar Road Market, New
 Rajinder Nagar, New Delhi. Tel.
 No. 011-28743325, 47650004., , ",28.6386148,77.1801023,110060,"Rajendra Nagar, Patel Nagar Tehsil, West Delhi District, Delhi, 110060, India",,0.230769231,0.626817627,0.480916031,0.663746518,0.00295858,0.132743363,0.029585799,0.522784845
608,"CityImaging
 andClinical
 Labs LLP
 ","4B/18,TilakNagar,District-
 West, New Delhi - 110018. Tel.
 No. 011-47252025",,,,India,,,,,,28.6390342,77.1013529,ROOFTOP,"NABL/NABH
 Accredited
 w.e.f.
 22.05.2019","MRI,X-ray,USG,Bone
 Densitometry,Uroflowmetry
 Mammography,Spect
 GammaCamera,ECHO,
 EEG, EMG, NCV, TMT, PFT,
 ECG,HolterandLaboratory
 Investigations.",,CGHS_hospitals,0,,,,"CityImaging
 andClinical
 Labs LLP
 , 4B/18,TilakNagar,District-
 West, New Delhi - 110018. Tel.
 No. 011-47252025, , ",28.6394528,77.1008807,110027,"Tilak Nagar, Rajouri Garden Tehsil, West Delhi District, Delhi, 110027, India",,0.245762712,0.630587554,0.511627907,0.692400813,0.003195921,0.067226891,0.031959207,0.520854995
609,"Sharp Sight Centre
 
 ","Metro Pillar Number 82, A-15, Swasthya Vihar, Vikas Marg, opp. Preet Vihar, New Delhi, Delhi",110092,,,India,,,,,,28.64023849,77.2929959,ROOFTOP,"NABH
 Accredited",Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.64023849,77.2929959,"Sharp Sight Centre
 
 , Metro Pillar Number 82, A-15, Swasthya Vihar, Vikas Marg, opp. Preet Vihar, New Delhi, Delhi, , 110092",28.6392775,77.2914959,110051,"HDFC Bank, Vikas Marg, Preet Vihar, Laxmi Nagar, Preet Vihar Tehsil, East Delhi District, Delhi, 110051, India",,0.285714286,0.699903259,0.605442177,0.755976667,0.003275384,0.203539823,0.032753842,0.596650468
610,"Sharp Sight Centre
 (East)","81, Defence Enclave, Vikas
 Marg,Delhi-
",110092,,,India,,,,,,28.6398629,77.2924267,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6398629,77.2924267,"Sharp Sight Centre
 (East), 81, Defence Enclave, Vikas
 Marg,Delhi-
, , 110092",28.6398629,77.2924267,110051,"Preet Vihar, Mandawali, Preet Vihar Tehsil, East Delhi District, Delhi, 110051, India",,0.223529412,0.632547191,0.537735849,0.70003232,0.004930966,0.076923077,0.049309665,0.522421291
611,"Retina Point
 ","Q-53,GroundFloor,
 RajouriGarden,New
 Delhi-",110027,,,India,,,,,,28.64054785,77.12387461,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.64054785,77.12387461,"Retina Point
 , Q-53,GroundFloor,
 RajouriGarden,New
 Delhi-, , 110027",28.640478,77.123895,110027,"Rajouri Garden, Patel Nagar Tehsil, West Delhi District, Delhi, 110027, India",,0.207792208,0.627878788,0.515463918,0.681044707,0.006122449,0.013888889,0.06122449,0.500786095
612,Centre For Sight,"6, Vikas Marg, New Rajdhani Enclave, Preet Vihar, Delhi, 110092",110092,,,India,,,,,,28.64086289,77.2948529,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,Repeated,,,"Centre For Sight, 6, Vikas Marg, New Rajdhani Enclave, Preet Vihar, Delhi, 110092, , 110092",28.6435248,77.2973162,110051,"Park End, Preet Vihar Tehsil, East Delhi District, Delhi, 110051, India",,0.340659341,0.646610432,0.542857143,0.709128574,0.004468059,0.158536585,0.044680594,0.576262059
613,"MakkarMulti-
 Speciality
 Hospital","A 1,2 Priyadarshini Vihar Near Metroplex East Mall, Mohan Park, Laxmi Nagar, Delhi",110092,,,India,,,,,,28.6410884,77.2825935,GEOMETRIC_CENTER,Non-NABH,"GeneralMedicine,GeneralSurgery,
 Gynae. & Obst., Orthopaedic (Including
 JointReplacement),Paediatrics,
 Psychiatry,Cardiology(Non-
 interventional),Gastroenterology
 (Medical&Surgical),Neonatology,
 Nephrology,RespiratoryMedicine,
 Urology(includingDialysis),Vascular
 Surgery, Eye, ENT and Diagnostics.",,CGHS_hospitals,1,,28.6410884,77.2825935,"MakkarMulti-
 Speciality
 Hospital, A 1,2 Priyadarshini Vihar Near Metroplex East Mall, Mohan Park, Laxmi Nagar, Delhi, , 110092",28.6415143,77.2800241,110031,"Priyadarshini Colony, Preet Vihar Tehsil, East Delhi District, Delhi, 110031, India",,0.28125,0.652582552,0.528985507,0.708237355,0.003051758,0.050847458,0.030517578,0.537379715
615,"Sanjeevan Hosp.
 & Research
 Centre","24, Ansari Rd, Daryaganj, New Delhi, Delhi",110002,Jabalpur,Madhya Pradesh,India,,,,,,28.6412212,77.2429296,ROOFTOP,NON-NABH,"Anaesthesiology,Dentistry,FamilyMedicine,GeneralMedicine,
 General Surgery, Gynaecology, Ophthalmology, Orthopaedic Surgery
 (excluding Joint replacement) , Otorhinolaryngology, Paediatrics, ,
 DayCareServices,,CriticalCare,Neurology,NeuroSurgery,
 Urology including (Dialysis and lithotripsy).
 NotRecommendedfor:DermatologyandVenererologyBariatric
 Surgery,Burns,EmergencyMedicine,Geriatrics,Respiratory
 Medicine, Cardiology, Clinical Haematology ,Endocrinology, Hepato
 Pancreato Biliary Surgery, Medical Gastroenterology, Neonatology,
 Nephrology, Medical Oncology, Surgical Oncology, Gynaecological
 Oncology, Paediatric Gastroenterology, Paediatric Surgery, Plastic &
 ReconstructiveSurgery,SurgicalGastroenterology,Vascular
 Surgery, Obstetrics.","ShriDeepakSingh
 Rajpoot â€“ 9893209639
 
 
 
 ShriAmitSinghâ€“
 9009330174",CGHS_hospitals,1,,28.6412212,77.2429296,"Sanjeevan Hosp.
 & Research
 Centre, 24, Ansari Rd, Daryaganj, New Delhi, Delhi, Jabalpur, 110002",28.6412358,77.2432761,110002,"Sanjeevan Hospital, Ansari Road, Meena Bazaar, Old Delhi, Kotwali Tehsil, Central Delhi District, Delhi, 110002, India",,0.372881356,0.833041674,0.604477612,0.757108545,0.004570092,0.194174757,0.045700925,0.66058897
616,"Smile 4 Sure
 Dental Clinic","Shop No.1, DDA Market, Bank
 Enclave, Delhi.
 Tel.No.9873740163.",,,,India,,,,,,28.6413462,77.2749515,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Smile 4 Sure
 Dental Clinic, Shop No.1, DDA Market, Bank
 Enclave, Delhi.
 Tel.No.9873740163., , ",28.6413463,77.2749721,110031,"Bank Enclave, Preet Vihar Tehsil, East Delhi District, Delhi, 110031, India",,0.216494845,0.606365385,0.482758621,0.656555628,0.003613561,0.074468085,0.036135615,0.501676289
617,"Delhi Heart and
 Lung Institute
 (A Unit of
 Apex Heart
 Care Pvt. Ltd.).","Rolex, 3, Panchkuian Marg, Type 4, Block B, Aram Bagh, Paharganj, New Delhi, Delhi",110055,,,India,,,,,,28.6416491,77.2053679,ROOFTOP,"NABH
 Accredited","Cardiology&CardiothoracicSurgery,
 GeneralMedicine,Pulmonology,
 GeneralSurgery,Orthopedicsurgery
 includingJointreplacement,Urology,
 Nephrology (including Dialysis), Cancer
 treatmentaddedw.e.f19.10.2015
 (Surgery&Chemotherapyonly)and
 Diagnostics.","Tel. No- 011-
 42999999.",CGHS_hospitals,1,,28.6416491,77.2053679,"Delhi Heart and
 Lung Institute
 (A Unit of
 Apex Heart
 Care Pvt. Ltd.)., Rolex, 3, Panchkuian Marg, Type 4, Block B, Aram Bagh, Paharganj, New Delhi, Delhi, , 110055",28.6420774,77.2041071,110055,"Panchkuian Road, Aram Bagh, Paharganj, Chanakya Puri Tehsil, New Delhi District, Karol Bagh Tehsil, Central Delhi District, Delhi, 110055, India",,0.233532934,0.672720349,0.619791667,0.767374706,0.002581663,0.143884892,0.02581663,0.564248605
618,"VasanEyeCare
 Hospital ","Gate No. 2, F-14, Opposite Metro Pillar No. 94, near Metro Station, Preet Vihar, New Delhi, Delhi",110092,,,India,,,,,,28.641772,77.296215,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.641772,77.296215,"VasanEyeCare
 Hospital , Gate No. 2, F-14, Opposite Metro Pillar No. 94, near Metro Station, Preet Vihar, New Delhi, Delhi, , 110092",28.63642,77.2927538,110051,"Mother Teresa Public School, Acharya Nagraj Marg, Preet Vihar, Shakarpur, Preet Vihar Tehsil, East Delhi District, Delhi, 110051, India",,0.214814815,0.65341426,0.579881657,0.734128739,0.003328742,0.154471545,0.03328742,0.548375587
619,"Shanti Gopal Hospital
 
 
 
 ","Plot No - NH-1, Ahinsa Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh",201014,,,India,,,,,,28.641836,77.379249,GEOMETRIC_CENTER,"NABH/ NABL
 Accredited","GeneralMedicine, Non -invasive
 Cardiology,Pulmonology,
 Pediatrics,GeneralSurgery,
 Gynecology&
 Obstetrics,Orthopedics
 includingjointreplacement,
 Eye,ENT,
 Endoscopic/Laparoscopic
 Surgery,Gastroenterologyand
 GISurgery,Neurologyand
 neurosurgery,Urology,
 nephrologyincludingdialysis,
 Dental and Diagnostics.",,CGHS_hospitals,1,,28.641836,77.379249,"Shanti Gopal Hospital
 
 
 
 , Plot No - NH-1, Ahinsa Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh, , 201014",28.6418945,77.3791759,201014,"Shanti Gopal Hospital, Mall Road, Noida, Ghaziabad, Ghaziabad District, Uttar Pradesh, 201014, India",,0.481818182,0.847029573,0.653543307,0.791373949,0.004132231,0.166666667,0.041322314,0.698542964
620,"P.D.Gupta
 Mediscan
 Centre Pvt. Ltd.","70, Darya Ganj,
 NewDelhi-110002.Tel.No.
 011-23256064.",,,,India,,,,,,28.6418525,77.242332,ROOFTOP,"NABH
 Accredited
 w.e.f.
 18.11.2019/
 NABL
 Accredited
 02.03.2020","X-ray, USG, OPG, CT Scan,
 MRI,Mammography, Colour
 DopplerandLaboratory
 Investigations.",,CGHS_hospitals,0,,,,"P.D.Gupta
 Mediscan
 Centre Pvt. Ltd., 70, Darya Ganj,
 NewDelhi-110002.Tel.No.
 011-23256064., , ",28.6418525,77.242332,110006,"Meena Bazaar, Kotwali Tehsil, Central Delhi District, Delhi, 110006, India",,0.183673469,0.618274737,0.482758621,0.657595949,0.003384007,0.072164948,0.033840067,0.495602243
621,"ChaudharyEye
 Centre&Laser
 Vision","4802, 24, Bharat Ram Rd, Daryaganj, New Delhi, Delhi",110002,,,India,,,,,,28.642153,77.24362037,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.64215,77.24362037,"ChaudharyEye
 Centre&Laser
 Vision, 4802, 24, Bharat Ram Rd, Daryaganj, New Delhi, Delhi, , 110002",28.642111,77.243599,110002,"Chaudhary Eye Centre, 4802/24, Bharat Ram Road, Ansari Road, Meena Bazaar, Old Delhi, New Delhi District, Kotwali Tehsil, Central Delhi District, Delhi, 110002, India",,0.361445783,0.820996093,0.517241379,0.705627386,0.004737609,0.157142857,0.047376093,0.631093501
622,"Neera Eye Centre &
 Laser Vision","99, Bharat Ram Rd, opposite Commercial School, Daryaganj, New Delhi, Delhi",110002,,,India,,,,,,28.642437,77.2429154,ROOFTOP,"NABH
 Accredited
 06.01.2020",Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.642437,77.2429154,"Neera Eye Centre &
 Laser Vision, 99, Bharat Ram Rd, opposite Commercial School, Daryaganj, New Delhi, Delhi, , 110002",28.642437,77.2429154,110006,"Meena Bazaar, Kotwali Tehsil, Central Delhi District, Delhi, 110006, India",,0.271186441,0.651370915,0.511811024,0.695595067,0.003447285,0.112149533,0.034472853,0.543296734
623,"Dr. Piyush MRI &
 Diagnostic Centre","1085 G.F., Nitikhand-I, Kala Pathar
 Marg, Indrapuram, Ghaziabad.",,,,India,,,,,,28.6425476,77.3600805,GEOMETRIC_CENTER,Non-NABH,"CT, MRI, X-ray, USG and
 OPG.",,CGHS_hospitals,0,,,,"Dr. Piyush MRI &
 Diagnostic Centre, 1085 G.F., Nitikhand-I, Kala Pathar
 Marg, Indrapuram, Ghaziabad., , ",28.6425476,77.3600805,201010,"Kala Pathar Road, Indirapuram, Ghaziabad, Ghaziabad District, Uttar Pradesh, 201010, India",,0.198113208,0.669331995,0.619834711,0.767868896,0.003871485,0.17,0.038714845,0.55890299
625,Mohan Eye Institute,"11/B, Sir Ganga Ram Hospital Marg, Rajinder Nagar, New Delhi, Delhi",110060,,,India,,,,,,28.64315579,77.19071064,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.64315578,77.19071,"Mohan Eye Institute, 11/B, Sir Ganga Ram Hospital Marg, Rajinder Nagar, New Delhi, Delhi, , 110060",28.643104,77.190716,110060,"Mohan Eye Institute, Ganga Ram Hospital Road, Patel Nagar Tehsil, West Delhi District, Delhi, 110060, India",,0.551401869,0.861759657,0.708333333,0.830068626,0.004841733,0.183673469,0.048417326,0.735865437
626,"Delhi Eye Care
 ","4/17, Second Floor, Balraj Khanna Marg, Near Siddharth & Amrapali Hotel, East Patel Nagar, New Delhi, Delhi",110008,,,India,,,,,,28.64318253,77.17379976,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.64318,77.1737997,"Delhi Eye Care
 , 4/17, Second Floor, Balraj Khanna Marg, Near Siddharth & Amrapali Hotel, East Patel Nagar, New Delhi, Delhi, , 110008",28.6428362,77.1743392,110060,"East Patel Nagar, Patel Nagar, Patel Nagar Tehsil, West Delhi District, Delhi, 110060, India",,0.281481481,0.650927146,0.523489933,0.699896473,0.003045267,0.188034188,0.030452675,0.562787503
628,"Oral Care Dental
 Health&
 Orthodontic
 Centre
 ","63/2, Old Rajinder Nagar, Near
 Karol Bagh Metro Station, Gate
 No.7,NewDelhi-110060.Tel.
 No. 9711172259.",,,,India,,,,,,28.643353,77.188384,0,"NABH
 Accredited
 01.02.2019","All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Oral Care Dental
 Health&
 Orthodontic
 Centre
 , 63/2, Old Rajinder Nagar, Near
 Karol Bagh Metro Station, Gate
 No.7,NewDelhi-110060.Tel.
 No. 9711172259., , ",28.6412645,77.1844583,110060,"Rajendra Nagar, Patel Nagar Tehsil, West Delhi District, Delhi, 110060, India",,0.225,0.613706225,0.402366864,0.612637475,0.002265625,0.098684211,0.02265625,0.496323731
629,"Dr.S.S.Dodaâ€™s
 Ultrasound
 Centre.","23-B, Pusa Road, New Delhi â€“
 110005.
 Tel. No. 011-43006300.",,,,India,,,,,,28.6434657,77.186287,ROOFTOP,"NABL/
 NABH
 Accredited
 w.e.f
 01.11.2016","MRI, CT Scan, X-ray,
 Ultrasound, Color Doppler and
 laboratory investigations.",,CGHS_hospitals,0,,,,"Dr.S.S.Dodaâ€™s
 Ultrasound
 Centre., 23-B, Pusa Road, New Delhi â€“
 110005.
 Tel. No. 011-43006300., , ",28.6433983,77.1859302,110060,"Salwan Girls Sr. Sec. School, Pusa Road, Karol Bagh Tehsil, Central Delhi District, Delhi, 110060, India",,0.161904762,0.602880453,0.492857143,0.66029464,0.003809524,0.173076923,0.038095238,0.506445265
630,"Dr. Malhotraâ€™s
 Super â€“Speciality
 Dental Centre","42,PusaRoad,Opp.Metro
 Pillar, No.125, New Delhi. Tel.
 No. 9811906024, 9999108484.",,,,India,,,,,,28.6435188,77.1836134,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Dr. Malhotraâ€™s
 Super â€“Speciality
 Dental Centre, 42,PusaRoad,Opp.Metro
 Pillar, No.125, New Delhi. Tel.
 No. 9811906024, 9999108484., , ",28.6436249,77.1834884,110060,"125, Pusa Road, Karol Bagh Tehsil, Central Delhi District, Delhi, 110060, India",,0.226950355,0.616327563,0.456953642,0.653771507,0.002439515,0.072992701,0.024395151,0.502363021
631,"Jeewan
 Nursing Home
 & Hospital","Metro Station, 2-B, Pusa Road, Next to Karol Bagh, 108, Sadhu Vasvani Marg, opp. Pillar No.-107, Rajinder Nagar, New Delhi",110005,,,India,,,,,,28.6436233,77.18805129,GEOMETRIC_CENTER,"NABH
 Accredited","Endoscopic/Laparoscopicprocedures,
 Gynecology&Obstetrics,Orthopedic
 surgery with Joint replacement, General
 Medicine, General Surgery, Neurology
 & Neuro Surgery, Urology, Nephrology
 and(IncludingDialysis),
 Gastroenterology,Pulmonology,
 Paediatrics and Diagnostics.",,CGHS_hospitals,1,,28.6436233,77.18805129,"Jeewan
 Nursing Home
 & Hospital, Metro Station, 2-B, Pusa Road, Next to Karol Bagh, 108, Sadhu Vasvani Marg, opp. Pillar No.-107, Rajinder Nagar, New Delhi, , 110005",28.6435874,77.1880511,110060,"The Feast House, Pusa Road, Karol Bagh Tehsil, Central Delhi District, Delhi, 110060, India",,0.295180723,0.625227017,0.443820225,0.642765193,0.002449557,0.075342466,0.024495573,0.52237184
632,"Mahajan Imaging
 Centre ","BL Kapur Super Specialty, Pusa
 Road, New Delhi - 110060.
 Tel.No. 011-30653045/72/97.",,,,India,,,,,,28.6437296,77.1857419,GEOMETRIC_CENTER,Non-NABH,"MRI , CT , X Ray Ultra Sound
 ,BoneDensitometry,
 Mammography,",,CGHS_hospitals,0,,,,"Mahajan Imaging
 Centre , BL Kapur Super Specialty, Pusa
 Road, New Delhi - 110060.
 Tel.No. 011-30653045/72/97., , ",28.643707,77.179484,110005,"Doctor B.L. Kapoor Memorial Hospital, Radha Swami Satsang, Karol Bagh Tehsil, Central Delhi District, Delhi, 110005, India",,0.163934426,0.590505146,0.506329114,0.672482639,0.003418549,0.114035088,0.034185493,0.493882765
633,"Amrapali
 Hospital
 
 ","Amrapali Hospital, P2, NH34, Omega 1, Greater Noida, Uttar Pradesh",201310,,,India,,,,,,27.25281887,79.17345705,GEOMETRIC_CENTER,Non-NABH,"General Medicine, Gynae & Obs.,
 Orthopedics and joint replacements,
 Cardiology,GeneralSurgery,
 Endoscopic/Laproscopic
 procedures,Neurology&Neuro
 Surgery,Gastroenterology,Dental,
 Urology&Nephrologyincluding
 Dialysis,Eye,ENT,Cancer
 treatment (Surgery, Chemotherapy)
 and Diagnostics.",,CGHS_hospitals,1,,27.2528188,79.17345,"Amrapali
 Hospital
 
 , Amrapali Hospital, P2, NH34, Omega 1, Greater Noida, Uttar Pradesh, , 201310",28.4525895,77.5126741,201310,"Greater Noida, Gautam Buddha Nagar, Gautam Buddha Nagar District, Uttar Pradesh, 201310, India",,0.31,0.627783688,0.515625,0.680738023,0.0041,0.065217391,0.041,0.538668452
634,Goyal Eye Institute,"1/10, East Patel Nagar, Opposite Metro No. 176, New Delhi, Delhi",110008,,,India,,,,,,28.644144,77.171104,GEOMETRIC_CENTER,"NABH
 Accredited
 02.03.2020",Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.644144,77.171104,"Goyal Eye Institute, 1/10, East Patel Nagar, Opposite Metro No. 176, New Delhi, Delhi, , 110008",28.6444979,77.1705747,110008,"State Bank of India, Patel Road, South Patel Nagar, Patel Nagar, Patel Nagar Tehsil, West Delhi District, Delhi, 110008, India",,0.404761905,0.64823726,0.524137931,0.694650763,0.004487535,0.227722772,0.044875346,0.604961156
635,Goyal Eye Institute,"/10, East Patel Nagar, Opposite Metro No. 176, New Delhi, Delhi 110008",,,,India,,,,,,28.644144,77.171104,GEOMETRIC_CENTER,NON NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,Repeated,28.644144,77.171104,"Goyal Eye Institute, /10, East Patel Nagar, Opposite Metro No. 176, New Delhi, Delhi 110008, , ",28.6465147,77.1752948,110060,"Civil Lines Tehsil, Central Delhi District, Delhi, 110060, India",,0.273684211,0.589392639,0.419642857,0.602762282,0.003933518,0.151162791,0.03933518,0.516457427
